,id,ppage,gender,educ,race,cat,voting_imp,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,difficulty,need_change
3533,475007,35,Female,College,White,sporadic,1,,,,,,,,,,2,1
3534,475008,40,Female,High school or less,White,rarely/never,1,,,,,,,,,,2,1
3535,475009,26,Male,College,White,sporadic,1,,,,,,,,,,3,1
3536,475010,44,Female,College,White,sporadic,1,,,,,,,,,,2,1
3537,475011,57,Male,High school or less,White,rarely/never,1,,,,,,,,,,1,2
3538,475012,41,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
3539,475013,28,Male,High school or less,Hispanic,rarely/never,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3540,475015,35,Female,College,White,sporadic,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1,1
3541,475018,40,Male,College,White,rarely/never,1,,,,,,,,,,1,1
3542,475020,58,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
3543,475021,39,Male,High school or less,Hispanic,rarely/never,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
3544,475022,29,Female,Some college,White,sporadic,3,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2,1
3545,475023,32,Male,High school or less,Hispanic,rarely/never,1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,4,1
3546,475024,65,Female,High school or less,Hispanic,always,1,,,,,,,,,,1,2
3547,475025,57,Male,College,White,sporadic,1,,,,,,,,,,2,1
3548,475027,71,Male,College,White,always,1,,,,,,,,,,2,2
3549,475028,51,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
3550,475030,52,Female,College,Hispanic,sporadic,1,,,,,,,,,,3,1
3551,475031,67,Male,High school or less,Black,rarely/never,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
3552,475032,84,Male,High school or less,White,sporadic,2,,,,,,,,,,1,2
3553,475033,54,Female,College,Black,sporadic,1,,,,,,,,,,2,1
3554,475035,32,Female,College,White,sporadic,1,,,,,,,,,,2,1
3555,475036,23,Female,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3556,475037,64,Female,Some college,Hispanic,always,1,,,,,,,,,,1,1
3557,475039,65,Female,College,White,always,1,,,,,,,,,,2,1
3558,475040,33,Male,College,White,sporadic,2,,,,,,,,,,1,1
3559,475041,44,Male,High school or less,White,rarely/never,3,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,3,1
3560,475043,82,Male,Some college,White,rarely/never,2,,,,,,,,,,2,2
3561,475044,40,Female,College,Black,rarely/never,2,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,3,2
3562,475045,30,Female,High school or less,White,rarely/never,1,,,,,,,,,,2,1
3563,475047,45,Male,Some college,Hispanic,rarely/never,4,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,2,1
3564,475048,41,Male,High school or less,Hispanic,sporadic,1,,,,,,,,,,4,1
3565,475049,23,Male,Some college,White,always,1,,,,,,,,,,1,1
3566,475050,34,Male,Some college,White,sporadic,4,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,4,1
3567,475052,54,Female,College,White,always,1,,,,,,,,,,1,1
3568,475053,54,Male,College,White,always,1,,,,,,,,,,1,1
3569,475054,25,Female,College,White,rarely/never,1,,,,,,,,,,1,1
3570,475056,45,Male,College,White,always,1,,,,,,,,,,3,1
3571,475059,40,Female,Some college,White,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3572,475061,54,Male,Some college,White,sporadic,1,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
3573,475062,42,Female,High school or less,Hispanic,rarely/never,2,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,1
3574,475063,44,Male,Some college,White,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
3575,475064,41,Male,College,White,sporadic,1,,,,,,,,,,1,1
3576,475065,37,Female,High school or less,Other/Mixed,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3577,475066,27,Male,College,White,rarely/never,1,,,,,,,,,,1,1
3578,475067,60,Female,High school or less,Hispanic,rarely/never,4,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3579,475068,76,Female,Some college,White,sporadic,1,,,,,,,,,,1,2
3580,475069,52,Male,College,White,always,2,,,,,,,,,,1,1
3581,475070,72,Female,High school or less,White,sporadic,1,,,,,,,,,,3,1
3582,475071,48,Female,High school or less,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3583,475072,69,Male,College,White,always,1,,,,,,,,,,1,2
3584,475073,29,Male,College,Other/Mixed,rarely/never,1,,,,,,,,,,2,1
3585,475074,38,Male,College,White,sporadic,1,,,,,,,,,,1,1
3586,475075,29,Female,College,White,rarely/never,1,,,,,,,,,,4,1
3587,475078,50,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
3588,475079,55,Male,Some college,White,sporadic,1,,,,,,,,,,2,1
3589,475080,70,Male,College,White,always,1,,,,,,,,,,2,1
3590,475081,71,Female,College,White,sporadic,1,,,,,,,,,,1,2
3591,475082,77,Male,Some college,White,sporadic,1,,,,,,,,,,2,1
3592,475083,28,Female,College,White,rarely/never,2,,,,,,,,,,2,1
3593,475084,44,Male,College,White,sporadic,1,,,,,,,,,,2,1
3594,475085,48,Male,High school or less,Other/Mixed,sporadic,1,,,,,,,,,,1,1
3595,475087,68,Male,College,White,always,1,,,,,,,,,,2,1
3596,475088,26,Female,College,White,sporadic,1,,,,,,,,,,3,1
3597,475089,65,Female,High school or less,White,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,3,1
3598,475090,40,Female,Some college,White,sporadic,1,,,,,,,,,,2,2
3599,475092,55,Female,High school or less,Black,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3600,475093,57,Female,High school or less,White,rarely/never,4,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3601,475094,31,Male,College,White,sporadic,1,,,,,,,,,,1,1
3602,475095,24,Female,College,White,always,1,,,,,,,,,,2,1
3603,475096,25,Female,Some college,White,always,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
3604,475097,53,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
3605,475099,30,Male,College,White,always,1,,,,,,,,,,2,1
3606,475101,55,Male,College,Hispanic,sporadic,1,,,,,,,,,,1,1
3607,475102,38,Male,College,White,sporadic,1,,,,,,,,,,2,2
3608,475103,57,Female,Some college,White,sporadic,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3609,475104,30,Female,College,White,always,1,,,,,,,,,,1,2
3610,475105,48,Female,College,White,sporadic,1,,,,,,,,,,1,2
3611,475107,38,Male,Some college,Black,sporadic,2,,,,,,,,,,3,1
3612,475108,26,Male,College,Hispanic,rarely/never,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3613,475110,59,Female,College,White,always,1,,,,,,,,,,2,1
3614,475111,33,Male,College,White,rarely/never,4,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,4,2
3615,475112,42,Male,College,White,sporadic,1,,,,,,,,,,1,1
3616,475113,46,Female,College,White,sporadic,1,,,,,,,,,,2,2
3617,475114,39,Female,Some college,White,sporadic,1,,,,,,,,,,1,2
3618,475115,30,Female,Some college,White,rarely/never,3,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,2,1
3619,475116,64,Male,College,Black,always,1,,,,,,,,,,1,2
3620,475117,46,Female,Some college,White,always,1,,,,,,,,,,1,1
3621,475118,29,Female,College,Other/Mixed,always,2,,,,,,,,,,2,1
3622,475119,65,Male,College,Black,always,1,,,,,,,,,,2,1
3623,475122,62,Female,Some college,White,always,1,,,,,,,,,,1,1
3624,475123,65,Female,College,White,sporadic,1,,,,,,,,,,1,1
3625,475124,28,Female,High school or less,Black,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
3626,475125,76,Female,College,White,sporadic,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
3627,475126,68,Female,Some college,White,always,1,,,,,,,,,,1,1
3628,475127,63,Female,Some college,Hispanic,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3629,475128,26,Female,High school or less,White,rarely/never,2,,,,,,,,,,1,1
3630,475129,28,Female,College,White,rarely/never,2,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,3,1
3631,475130,25,Female,Some college,Other/Mixed,always,1,,,,,,,,,,2,1
3632,475133,63,Male,College,Hispanic,sporadic,1,,,,,,,,,,2,1
3633,475134,61,Female,Some college,Hispanic,always,1,,,,,,,,,,1,1
3634,475135,38,Female,Some college,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1
3635,475137,28,Male,College,White,always,1,,,,,,,,,,2,1
3636,475138,28,Male,College,White,always,1,,,,,,,,,,2,2
3637,475139,61,Male,College,White,always,1,,,,,,,,,,1,2
3638,475142,68,Male,Some college,White,sporadic,1,,,,,,,,,,1,2
3639,475144,28,Male,College,White,sporadic,1,,,,,,,,,,4,1
3640,475146,58,Male,College,White,always,1,,,,,,,,,,1,2
3641,475147,56,Male,College,Hispanic,always,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3642,475148,34,Male,Some college,Black,rarely/never,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,2
3643,475149,48,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
3644,475150,27,Female,College,White,rarely/never,3,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3645,475151,56,Male,Some college,White,sporadic,1,,,,,,,,,,3,1
3646,475152,26,Female,Some college,White,sporadic,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3647,475153,30,Female,College,White,sporadic,1,,,,,,,,,,2,1
3648,475154,28,Male,College,White,rarely/never,1,,,,,,,,,,2,1
3649,475155,51,Male,College,White,always,1,,,,,,,,,,1,2
3650,475157,27,Female,College,White,rarely/never,1,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,1
3651,475158,57,Female,High school or less,White,sporadic,2,,,,,,,,,,3,1
3652,475159,26,Male,College,White,always,1,,,,,,,,,,3,1
3653,475160,29,Male,College,White,always,1,,,,,,,,,,1,2
3654,475161,23,Female,Some college,White,always,1,,,,,,,,,,3,1
3655,475163,29,Female,College,White,sporadic,1,,,,,,,,,,1,2
3656,475165,29,Male,High school or less,White,rarely/never,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,1
3657,475166,44,Female,High school or less,Hispanic,sporadic,1,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,2,1
3658,475170,63,Female,College,Black,always,1,,,,,,,,,,3,1
3659,475171,62,Male,High school or less,White,rarely/never,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,1
3660,475172,29,Female,Some college,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,2,1
3661,475173,25,Male,Some college,White,always,1,,,,,,,,,,1,2
3662,475174,28,Female,Some college,Black,always,1,,,,,,,,,,1,1
3663,475176,31,Male,College,Other/Mixed,always,1,,,,,,,,,,2,1
3664,475177,25,Female,College,White,rarely/never,1,,,,,,,,,,2,1
3665,475178,30,Female,Some college,White,sporadic,1,,,,,,,,,,3,1
3666,475179,29,Male,Some college,Hispanic,sporadic,1,,,,,,,,,,2,1
3667,475180,53,Female,High school or less,White,rarely/never,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3668,475181,30,Female,High school or less,White,rarely/never,4,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
3669,475184,26,Male,Some college,White,sporadic,2,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,3,1
3670,475185,53,Female,Some college,Black,rarely/never,1,,,,,,,,,,3,1
3671,475187,28,Female,College,White,rarely/never,2,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
3672,475188,59,Male,Some college,White,always,2,,,,,,,,,,1,2
3673,475189,26,Female,High school or less,Black,rarely/never,1,,,,,,,,,,2,1
3674,475190,26,Female,College,Black,always,1,,,,,,,,,,2,1
3675,475191,30,Female,College,White,always,2,,,,,,,,,,1,2
3676,475193,35,Female,Some college,White,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1
3677,475194,67,Male,High school or less,Black,rarely/never,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
3678,475196,29,Female,High school or less,White,rarely/never,1,,,,,,,,,,1,2
3679,475197,58,Male,High school or less,Black,rarely/never,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3680,475198,27,Male,Some college,White,rarely/never,1,,,,,,,,,,2,1
3681,475199,29,Male,College,White,sporadic,1,,,,,,,,,,2,2
3682,475202,29,Female,College,White,always,2,,,,,,,,,,1,2
3683,475203,61,Male,Some college,Black,sporadic,1,,,,,,,,,,1,1
3684,475204,55,Female,High school or less,White,sporadic,1,,,,,,,,,,1,-1
3685,475205,28,Male,College,White,sporadic,1,,,,,,,,,,1,1
3686,475206,56,Female,College,White,sporadic,1,,,,,,,,,,1,2
3687,475207,47,Female,College,Hispanic,sporadic,1,,,,,,,,,,2,1
3688,475213,23,Male,Some college,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3689,475215,34,Male,High school or less,White,sporadic,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2
3690,475216,34,Male,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3,1
3691,475217,37,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
3692,475219,66,Female,High school or less,White,always,1,,,,,,,,,,1,2
3693,475220,65,Female,Some college,White,always,1,,,,,,,,,,1,1
3694,475221,37,Female,High school or less,Black,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,3,1
3695,475222,25,Female,Some college,White,always,1,,,,,,,,,,2,1
3696,475223,29,Male,Some college,White,always,1,,,,,,,,,,2,2
3697,475224,67,Male,Some college,White,always,1,,,,,,,,,,1,1
3698,475225,65,Male,College,Black,always,1,,,,,,,,,,2,1
3699,475226,30,Female,College,Other/Mixed,rarely/never,1,,,,,,,,,,3,1
3700,475228,30,Female,College,Hispanic,sporadic,1,,,,,,,,,,2,1
3701,475229,29,Female,College,White,rarely/never,1,,,,,,,,,,2,1
3702,475230,58,Female,Some college,White,always,1,,,,,,,,,,1,1
3703,475231,26,Male,High school or less,White,sporadic,2,,,,,,,,,,3,2
3704,475233,28,Male,College,White,sporadic,1,,,,,,,,,,2,1
3705,475234,29,Male,College,White,sporadic,1,,,,,,,,,,2,1
3706,475235,48,Male,Some college,White,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3707,475236,27,Male,Some college,Other/Mixed,always,1,,,,,,,,,,1,1
3708,475237,83,Male,College,White,sporadic,1,,,,,,,,,,1,1
3709,475238,56,Male,College,White,always,1,,,,,,,,,,1,2
3710,475239,47,Male,Some college,White,rarely/never,1,,,,,,,,,,1,1
3711,475240,53,Female,Some college,Black,always,1,,,,,,,,,,3,1
3712,475241,64,Male,Some college,White,always,1,,,,,,,,,,1,1
3713,475242,28,Female,College,Black,always,2,,,,,,,,,,2,1
3714,475243,65,Male,High school or less,Hispanic,sporadic,1,,,,,,,,,,1,1
3715,475244,56,Male,Some college,Hispanic,rarely/never,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
3716,475245,80,Male,College,White,sporadic,1,,,,,,,,,,1,1
3717,475246,28,Male,College,Hispanic,rarely/never,1,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3718,475247,25,Male,High school or less,White,always,2,,,,,,,,,,1,2
3719,475248,63,Male,College,White,sporadic,1,,,,,,,,,,1,2
3720,475249,29,Female,Some college,Hispanic,always,2,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
3721,475250,27,Female,Some college,White,rarely/never,2,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4,1
3722,475252,29,Male,College,White,rarely/never,1,,,,,,,,,,3,1
3723,475253,55,Male,High school or less,White,rarely/never,1,,,,,,,,,,2,2
3724,475254,28,Male,College,White,sporadic,1,,,,,,,,,,3,1
3725,475255,49,Male,Some college,White,always,1,,,,,,,,,,1,1
3726,475256,40,Male,College,Other/Mixed,sporadic,1,,,,,,,,,,2,1
3727,475257,23,Male,High school or less,White,always,1,,,,,,,,,,1,2
3728,475258,28,Female,Some college,Hispanic,rarely/never,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2,2
3729,475260,59,Male,High school or less,Black,always,1,,,,,,,,,,2,1
3730,475262,64,Female,College,White,always,1,,,,,,,,,,2,2
3731,475263,28,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
3732,475265,41,Female,College,White,sporadic,1,,,,,,,,,,1,2
3733,475266,45,Male,Some college,Hispanic,sporadic,1,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3734,475269,56,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
3735,475271,27,Male,Some college,Hispanic,rarely/never,1,,,,,,,,,,2,1
3736,475272,61,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
3737,475273,52,Female,Some college,Black,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3738,475275,54,Male,High school or less,White,sporadic,2,,,,,,,,,,1,1
3739,475277,69,Male,College,Other/Mixed,sporadic,1,,,,,,,,,,1,2
3740,475278,23,Male,College,White,always,1,,,,,,,,,,3,1
3741,475279,28,Male,High school or less,Black,always,1,,,,,,,,,,2,1
3742,475281,41,Female,College,White,sporadic,1,,,,,,,,,,2,1
3743,475282,67,Female,High school or less,Hispanic,always,1,,,,,,,,,,2,1
3744,475284,45,Female,Some college,Black,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,2
3745,475285,26,Male,College,White,always,1,,,,,,,,,,1,2
3746,475286,64,Male,High school or less,White,sporadic,1,,,,,,,,,,1,2
3747,475288,44,Female,High school or less,Other/Mixed,sporadic,1,,,,,,,,,,2,1
3748,475289,29,Male,College,White,sporadic,1,,,,,,,,,,3,2
3749,475290,60,Male,Some college,White,sporadic,2,,,,,,,,,,2,1
3750,475292,30,Female,College,White,rarely/never,2,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
3751,475293,61,Male,High school or less,Other/Mixed,sporadic,1,,,,,,,,,,2,1
3752,475294,58,Male,High school or less,Hispanic,rarely/never,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3753,475296,27,Male,College,White,sporadic,1,,,,,,,,,,2,1
3754,475297,36,Male,Some college,White,rarely/never,3,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3755,475298,55,Female,Some college,White,always,1,,,,,,,,,,2,1
3756,475299,25,Male,College,White,always,1,,,,,,,,,,1,2
3757,475300,52,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
3758,475303,56,Male,Some college,Hispanic,sporadic,1,,,,,,,,,,1,2
3759,475305,43,Male,College,Other/Mixed,sporadic,2,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3760,475306,48,Male,College,Hispanic,rarely/never,1,,,,,,,,,,1,2
3761,475307,65,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
3762,475308,70,Male,College,White,sporadic,1,,,,,,,,,,1,1
3763,475309,63,Female,College,White,rarely/never,1,,,,,,,,,,1,1
3764,475311,44,Male,High school or less,White,rarely/never,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,2
3765,475312,56,Female,College,Black,sporadic,1,,,,,,,,,,3,1
3766,475313,30,Male,College,White,always,1,,,,,,,,,,2,1
3767,475314,53,Female,High school or less,White,always,1,,,,,,,,,,2,1
3768,475315,29,Male,College,Black,sporadic,1,,,,,,,,,,3,1
3769,475316,34,Male,College,White,sporadic,1,,,,,,,,,,1,1
3770,475317,52,Female,Some college,Hispanic,sporadic,1,,,,,,,,,,1,1
3771,475318,54,Female,High school or less,White,rarely/never,2,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3772,475320,66,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
3773,475322,29,Female,College,Hispanic,always,1,,,,,,,,,,2,1
3774,475323,32,Male,College,Other/Mixed,rarely/never,2,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
3775,475324,25,Female,High school or less,White,always,1,,,,,,,,,,2,2
3776,475325,67,Female,High school or less,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
3777,475326,27,Female,College,White,rarely/never,1,,,,,,,,,,1,2
3778,475327,28,Male,High school or less,White,sporadic,4,,,,,,,,,,4,1
3779,475328,57,Female,High school or less,White,sporadic,1,,,,,,,,,,1,-1
3780,475330,24,Male,College,White,rarely/never,1,,,,,,,,,,2,1
3781,475331,37,Female,Some college,Black,rarely/never,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1
3782,475332,53,Male,College,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3783,475333,41,Male,Some college,White,sporadic,1,,,,,,,,,,2,1
3784,475334,66,Female,High school or less,Black,always,1,,,,,,,,,,3,1
3785,475336,41,Female,College,Black,sporadic,1,,,,,,,,,,2,1
3786,475338,54,Male,High school or less,White,sporadic,1,,,,,,,,,,2,1
3787,475339,25,Female,College,White,rarely/never,1,,,,,,,,,,2,2
3788,475340,57,Male,Some college,White,rarely/never,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1
3789,475341,27,Female,College,White,sporadic,1,,,,,,,,,,2,1
3790,475343,26,Female,College,White,rarely/never,1,,,,,,,,,,3,1
3791,475344,59,Male,College,Black,sporadic,1,,,,,,,,,,1,1
3792,475345,29,Male,College,White,always,2,,,,,,,,,,1,1
3793,475346,43,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
3794,475347,47,Male,High school or less,Other/Mixed,sporadic,2,,,,,,,,,,2,1
3795,475348,26,Female,College,White,sporadic,1,,,,,,,,,,2,1
3796,475350,39,Female,Some college,Hispanic,rarely/never,1,,,,,,,,,,3,1
3797,475351,55,Male,College,Black,sporadic,1,,,,,,,,,,2,1
3798,475352,25,Male,College,White,rarely/never,1,,,,,,,,,,1,1
3799,475353,50,Female,College,White,sporadic,1,,,,,,,,,,2,1
3800,475354,26,Male,College,Other/Mixed,rarely/never,3,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,-1
3801,475355,62,Male,High school or less,White,always,1,,,,,,,,,,1,1
3802,475356,30,Female,College,Other/Mixed,sporadic,1,,,,,,,,,,3,1
3803,475358,59,Male,High school or less,Hispanic,sporadic,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1
3804,475363,56,Female,Some college,White,rarely/never,3,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3805,475364,53,Male,College,Hispanic,sporadic,2,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,3,1
3806,475365,35,Male,High school or less,White,rarely/never,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3807,475366,46,Male,College,White,sporadic,1,,,,,,,,,,2,2
3808,475367,24,Male,College,White,rarely/never,1,,,,,,,,,,1,1
3809,475368,81,Male,High school or less,Hispanic,sporadic,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
3810,475369,64,Male,High school or less,White,sporadic,1,,,,,,,,,,1,2
3811,475370,56,Female,College,White,sporadic,1,,,,,,,,,,1,1
3812,475371,68,Male,High school or less,Black,sporadic,1,,,,,,,,,,1,1
3813,475372,55,Female,Some college,Hispanic,sporadic,1,,,,,,,,,,2,1
3814,475374,33,Male,Some college,Hispanic,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1
3815,475375,26,Male,High school or less,White,rarely/never,1,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,2,1
3816,475376,27,Male,College,Black,rarely/never,1,,,,,,,,,,3,1
3817,475377,72,Female,College,Black,sporadic,2,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
3818,475378,51,Female,Some college,White,rarely/never,2,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
3819,475379,28,Male,College,White,rarely/never,1,,,,,,,,,,1,1
3820,475380,59,Female,High school or less,White,always,1,,,,,,,,,,1,2
3821,475382,65,Female,High school or less,Other/Mixed,sporadic,1,,,,,,,,,,2,1
3822,475384,62,Female,College,Black,always,1,,,,,,,,,,1,1
3823,475385,34,Female,College,White,rarely/never,1,,,,,,,,,,3,1
3824,475386,42,Female,College,White,sporadic,1,,,,,,,,,,3,1
3825,475387,63,Female,College,Black,sporadic,1,,,,,,,,,,3,1
3826,475388,54,Male,High school or less,Black,sporadic,1,,,,,,,,,,1,1
3827,475389,28,Female,College,Other/Mixed,sporadic,1,,,,,,,,,,2,1
3828,475390,52,Male,High school or less,White,sporadic,1,,,,,,,,,,1,2
3829,475392,22,Male,Some college,White,always,1,,,,,,,,,,1,1
3830,475395,36,Female,Some college,Black,rarely/never,2,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1
3831,475396,61,Female,Some college,White,always,1,,,,,,,,,,1,1
