,id,ppage,gender,educ,race,cat,voting_imp,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,difficulty,need_change
500,470719,57,Male,College,White,always,1,,,,,,,,,,1,2
501,470720,59,Male,College,Hispanic,always,1,,,,,,,,,,3,1
502,470721,51,Female,College,White,sporadic,2,,,,,,,,,,1,1
503,470722,65,Male,College,Other/Mixed,always,1,,,,,,,,,,1,1
504,470723,74,Male,College,White,always,1,,,,,,,,,,1,1
505,470724,64,Female,College,White,always,1,,,,,,,,,,2,1
506,470725,70,Male,College,White,always,1,,,,,,,,,,2,1
507,470726,55,Male,College,Black,sporadic,1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1
508,470727,67,Female,Some college,White,always,1,,,,,,,,,,2,1
509,470729,53,Male,College,White,always,1,,,,,,,,,,2,-1
510,470730,76,Male,College,Black,sporadic,1,,,,,,,,,,1,1
511,470732,57,Female,High school or less,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
512,470736,67,Male,College,White,sporadic,1,,,,,,,,,,2,1
513,470738,70,Female,College,White,always,1,,,,,,,,,,1,2
514,470739,74,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
515,470741,75,Male,College,Hispanic,always,1,,,,,,,,,,1,1
516,470742,75,Male,Some college,White,always,1,,,,,,,,,,1,1
517,470743,40,Male,College,White,sporadic,1,,,,,,,,,,1,2
518,470744,48,Female,Some college,White,always,1,,,,,,,,,,1,1
519,470745,59,Male,College,White,sporadic,1,,,,,,,,,,2,2
520,470746,66,Female,Some college,White,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
521,470748,56,Female,College,White,sporadic,1,,,,,,,,,,2,1
522,470749,77,Male,College,White,always,1,,,,,,,,,,1,-1
523,470750,74,Female,High school or less,Black,always,1,,,,,,,,,,1,1
524,470753,68,Female,High school or less,Black,sporadic,3,,,,,,,,,,2,1
525,470755,65,Male,College,White,always,1,,,,,,,,,,3,1
526,470756,40,Male,High school or less,White,always,1,,,,,,,,,,2,1
527,470757,76,Female,Some college,White,rarely/never,1,,,,,,,,,,1,2
528,470758,71,Female,High school or less,White,sporadic,1,,,,,,,,,,2,1
529,470759,69,Female,Some college,White,always,1,,,,,,,,,,1,1
530,470760,69,Female,High school or less,White,sporadic,1,,,,,,,,,,2,2
531,470761,54,Male,High school or less,White,always,1,,,,,,,,,,1,2
532,470763,48,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
533,470764,44,Female,College,Black,sporadic,2,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,4,1
534,470765,55,Male,Some college,Black,sporadic,1,,,,,,,,,,1,1
535,470768,66,Male,Some college,Black,always,1,,,,,,,,,,2,1
536,470771,75,Female,College,White,always,1,,,,,,,,,,1,1
537,470773,69,Female,High school or less,Black,always,1,,,,,,,,,,2,1
538,470775,56,Female,College,White,always,1,,,,,,,,,,2,1
539,470776,68,Male,High school or less,White,sporadic,1,,,,,,,,,,1,2
540,470777,65,Female,College,Black,always,1,,,,,,,,,,4,1
541,470778,71,Male,College,White,sporadic,1,,,,,,,,,,2,2
542,470780,47,Male,College,White,always,1,,,,,,,,,,2,1
543,470781,69,Female,Some college,White,rarely/never,1,,,,,,,,,,3,1
544,470782,54,Male,High school or less,White,always,1,,,,,,,,,,3,1
545,470784,44,Male,College,Black,rarely/never,1,,,,,,,,,,1,1
546,470786,81,Female,High school or less,White,always,1,,,,,,,,,,1,1
547,470787,68,Male,High school or less,White,always,1,,,,,,,,,,1,2
548,470788,62,Male,Some college,White,always,1,,,,,,,,,,4,2
549,470790,52,Male,College,White,always,1,,,,,,,,,,1,2
550,470791,74,Male,Some college,Other/Mixed,always,1,,,,,,,,,,1,1
551,470792,82,Female,Some college,White,always,1,,,,,,,,,,1,2
552,470794,75,Male,College,White,rarely/never,1,,,,,,,,,,2,1
553,470795,79,Female,High school or less,White,sporadic,1,,,,,,,,,,2,1
554,470796,65,Male,High school or less,White,sporadic,1,,,,,,,,,,1,2
555,470797,29,Male,College,White,rarely/never,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
556,470798,72,Female,High school or less,White,rarely/never,1,,,,,,,,,,1,1
557,470799,52,Female,Some college,White,sporadic,1,,,,,,,,,,3,1
558,470800,61,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
559,470801,77,Male,Some college,White,sporadic,1,,,,,,,,,,2,1
560,470802,64,Female,College,Black,sporadic,1,,,,,,,,,,1,1
561,470803,67,Female,High school or less,White,always,1,,,,,,,,,,1,1
562,470804,57,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
563,470808,78,Male,College,White,sporadic,1,,,,,,,,,,1,1
564,470811,70,Female,College,White,always,1,,,,,,,,,,2,2
565,470813,63,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
566,470814,61,Female,High school or less,White,rarely/never,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
567,470816,77,Female,College,White,sporadic,1,,,,,,,,,,1,1
568,470817,72,Female,Some college,White,always,1,,,,,,,,,,2,1
569,470818,58,Female,Some college,White,always,1,,,,,,,,,,2,1
570,470819,84,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
571,470820,71,Female,Some college,Other/Mixed,always,1,,,,,,,,,,2,1
572,470821,56,Male,High school or less,White,sporadic,2,,,,,,,,,,1,1
573,470822,76,Male,Some college,White,sporadic,1,,,,,,,,,,2,1
574,470823,82,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
575,470825,39,Male,College,White,sporadic,1,,,,,,,,,,2,1
576,470826,70,Female,High school or less,Black,always,1,,,,,,,,,,1,1
577,470827,71,Male,High school or less,White,always,1,,,,,,,,,,3,1
578,470828,43,Female,College,White,sporadic,1,,,,,,,,,,1,1
579,470830,53,Female,Some college,White,always,1,,,,,,,,,,3,1
580,470832,53,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
581,470837,54,Male,High school or less,White,rarely/never,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1
582,470838,70,Female,Some college,White,sporadic,1,,,,,,,,,,2,1
583,470839,60,Male,College,White,always,1,,,,,,,,,,1,2
584,470840,57,Female,College,Other/Mixed,sporadic,1,,,,,,,,,,3,2
585,470841,58,Male,College,White,sporadic,1,,,,,,,,,,1,1
586,470842,74,Female,Some college,White,always,1,,,,,,,,,,2,1
587,470843,62,Male,Some college,Black,always,1,,,,,,,,,,3,1
588,470844,80,Male,College,White,always,1,,,,,,,,,,3,1
589,470845,80,Male,College,White,always,1,,,,,,,,,,1,2
590,470848,71,Female,High school or less,White,always,1,,,,,,,,,,2,1
591,470849,73,Male,College,White,sporadic,1,,,,,,,,,,1,1
592,470852,61,Female,Some college,Black,rarely/never,4,,,,,,,,,,3,1
593,470854,57,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
594,470855,72,Male,Some college,White,always,1,,,,,,,,,,3,1
595,470856,64,Female,College,White,always,1,,,,,,,,,,1,2
596,470857,43,Male,College,White,sporadic,1,,,,,,,,,,1,1
597,470858,70,Male,High school or less,White,sporadic,1,,,,,,,,,,2,1
598,470859,60,Female,High school or less,Black,sporadic,3,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,1
599,470862,72,Female,College,Black,always,1,,,,,,,,,,2,1
600,470863,69,Female,High school or less,White,sporadic,1,,,,,,,,,,2,1
601,470864,63,Female,Some college,Black,sporadic,1,,,,,,,,,,1,1
602,470865,72,Male,College,White,always,1,,,,,,,,,,1,1
603,470866,74,Female,High school or less,White,always,1,,,,,,,,,,1,1
604,470868,64,Male,High school or less,White,always,1,,,,,,,,,,1,1
605,470870,85,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
606,470871,50,Male,High school or less,Other/Mixed,sporadic,1,,,,,,,,,,1,2
607,470872,40,Male,Some college,White,sporadic,1,,,,,,,,,,1,1
608,470873,78,Male,Some college,White,always,1,,,,,,,,,,1,1
609,470875,59,Female,Some college,Black,sporadic,1,,,,,,,,,,2,1
610,470876,63,Male,High school or less,Black,sporadic,1,,,,,,,,,,1,1
611,470877,59,Female,High school or less,White,sporadic,2,,,,,,,,,,4,1
612,470878,85,Male,High school or less,Black,always,1,,,,,,,,,,2,1
613,470880,67,Female,Some college,White,always,1,,,,,,,,,,1,2
614,470881,68,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
615,470882,73,Female,High school or less,White,always,1,,,,,,,,,,1,-1
616,470883,67,Male,Some college,Black,always,1,,,,,,,,,,1,1
617,470885,40,Female,College,Black,rarely/never,1,,,,,,,,,,1,1
618,470887,63,Female,College,White,sporadic,1,,,,,,,,,,1,2
619,470888,73,Female,Some college,White,sporadic,1,,,,,,,,,,1,1
620,470889,74,Male,College,Other/Mixed,sporadic,1,,,,,,,,,,1,1
621,470890,56,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
622,470893,65,Male,College,Black,always,1,,,,,,,,,,1,1
623,470894,73,Female,College,White,always,1,,,,,,,,,,1,2
624,470895,63,Female,College,White,sporadic,1,,,,,,,,,,1,1
625,470896,58,Male,Some college,Black,always,2,,,,,,,,,,2,1
626,470898,63,Male,Some college,Hispanic,sporadic,1,,,,,,,,,,1,2
627,470899,81,Female,Some college,White,always,1,,,,,,,,,,1,2
628,470900,80,Female,Some college,White,always,1,,,,,,,,,,2,1
629,470901,70,Male,Some college,Black,always,1,,,,,,,,,,1,1
630,470902,57,Female,College,White,sporadic,1,,,,,,,,,,1,1
631,470904,47,Female,College,White,sporadic,1,,,,,,,,,,2,1
632,470905,38,Female,Some college,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,1
633,470906,80,Female,High school or less,Black,sporadic,1,,,,,,,,,,2,1
634,470907,60,Female,Some college,Hispanic,sporadic,1,,,,,,,,,,1,1
635,470908,28,Male,College,White,rarely/never,1,,,,,,,,,,1,1
636,470911,64,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
637,470912,73,Male,Some college,White,always,1,,,,,,,,,,1,2
638,470914,44,Male,Some college,White,sporadic,2,,,,,,,,,,1,1
639,470915,81,Male,High school or less,Other/Mixed,sporadic,1,,,,,,,,,,1,1
640,470920,60,Female,High school or less,White,always,1,,,,,,,,,,1,1
641,470923,70,Female,High school or less,White,sporadic,1,,,,,,,,,,1,1
642,470924,63,Male,College,Black,always,1,,,,,,,,,,1,1
643,470925,77,Female,High school or less,White,always,1,,,,,,,,,,1,1
644,470926,73,Female,College,White,always,1,,,,,,,,,,1,1
645,470928,65,Female,College,White,always,1,,,,,,,,,,2,1
646,470930,72,Male,College,Hispanic,always,1,,,,,,,,,,1,1
647,470932,85,Female,Some college,White,always,1,,,,,,,,,,1,1
648,470933,67,Male,Some college,White,sporadic,1,,,,,,,,,,2,1
649,470934,73,Male,College,White,sporadic,1,,,,,,,,,,1,2
650,470935,62,Female,Some college,White,always,1,,,,,,,,,,1,1
651,470937,81,Female,College,White,always,1,,,,,,,,,,1,2
652,470938,82,Male,College,White,always,1,,,,,,,,,,1,2
653,470939,71,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
654,470940,57,Female,College,White,always,1,,,,,,,,,,1,2
655,470941,48,Female,College,Black,rarely/never,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,2
656,470942,76,Female,College,White,always,1,,,,,,,,,,1,1
657,470943,67,Female,College,White,always,1,,,,,,,,,,2,1
658,470944,70,Female,College,White,sporadic,1,,,,,,,,,,1,1
659,470946,58,Male,High school or less,White,sporadic,1,,,,,,,,,,1,1
660,470948,66,Male,High school or less,White,rarely/never,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,1
661,470949,26,Female,College,Black,sporadic,1,,,,,,,,,,3,1
662,470950,85,Female,High school or less,White,sporadic,1,,,,,,,,,,2,1
663,470953,58,Male,College,White,always,1,,,,,,,,,,1,2
664,470954,29,Female,Some college,White,sporadic,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2
665,470956,73,Female,College,White,always,1,,,,,,,,,,1,1
666,470957,67,Male,College,White,always,1,,,,,,,,,,2,1
667,470958,73,Female,College,White,always,1,,,,,,,,,,1,2
668,470959,92,Male,High school or less,White,always,1,,,,,,,,,,1,1
669,470961,71,Male,College,White,always,1,,,,,,,,,,2,1
670,470962,73,Male,Some college,White,always,1,,,,,,,,,,2,1
671,470963,70,Male,College,White,always,1,,,,,,,,,,1,2
